#x	rho	phi	ex	bz	rhok[0]	rhok[1]
0.000000e+00	-2.455927e+03	0.000000e+00	8.236552e-02	0.000000e+00	-2.814635e+03	3.587076e+02
1.190000e-03	-2.291748e+03	-9.801290e-05	8.236216e-02	0.000000e+00	-6.636882e+03	4.345133e+03
2.380000e-03	4.813418e+01	-1.960219e-04	8.236057e-02	0.000000e+00	-6.500338e+03	6.548472e+03
3.570000e-03	2.727518e+03	-2.940310e-04	8.236253e-02	0.000000e+00	-4.182665e+03	6.910183e+03
4.760000e-03	7.226902e+03	-3.920448e-04	8.236958e-02	0.000000e+00	-7.971631e+03	1.519853e+04
5.950000e-03	8.288979e+03	-4.900706e-04	8.238057e-02	0.000000e+00	-7.781886e+03	1.607086e+04
7.140000e-03	3.441019e+03	-5.881105e-04	8.238888e-02	0.000000e+00	-5.919316e+03	9.360335e+03
8.330000e-03	1.162991e+04	-6.861562e-04	8.239955e-02	0.000000e+00	-4.208391e+03	1.583830e+04
9.520000e-03	1.728643e+04	-7.842214e-04	8.242003e-02	0.000000e+00	-2.789193e+03	2.007562e+04
1.071000e-02	1.678935e+04	-8.823158e-04	8.244416e-02	0.000000e+00	-5.441659e+03	2.223101e+04
1.190000e-02	1.415385e+04	-9.804385e-04	8.246607e-02	0.000000e+00	-8.651235e+03	2.280509e+04
1.309000e-02	1.287915e+04	-1.078585e-03	8.248521e-02	0.000000e+00	-6.744176e+03	1.962332e+04
1.428000e-02	2.520182e+04	-1.176753e-03	8.251218e-02	0.000000e+00	-3.755873e+03	2.895769e+04
1.547000e-02	1.913963e+04	-1.274964e-03	8.254358e-02	0.000000e+00	-5.557206e+03	2.469684e+04
1.666000e-02	1.966555e+04	-1.373207e-03	8.257106e-02	0.000000e+00	-5.641994e+03	2.530754e+04
1.785000e-02	1.434612e+04	-1.471483e-03	8.259515e-02	0.000000e+00	-3.625217e+03	1.797133e+04
1.904000e-02	1.630038e+04	-1.569784e-03	8.261685e-02	0.000000e+00	-6.606812e+03	2.290719e+04
2.023000e-02	1.518866e+04	-1.668111e-03	8.263915e-02	0.000000e+00	-7.535556e+03	2.272422e+04
2.142000e-02	1.605794e+04	-1.766465e-03	8.266128e-02	0.000000e+00	-5.003469e+03	2.106141e+04
2.261000e-02	2.390550e+04	-1.864845e-03	8.268958e-02	0.000000e+00	-5.179265e+03	2.908476e+04
2.380000e-02	3.077153e+04	-1.963266e-03	8.272830e-02	0.000000e+00	-4.554682e+03	3.532621e+04
2.499000e-02	2.523551e+04	-2.061739e-03	8.276796e-02	0.000000e+00	-4.313940e+03	2.954945e+04
2.618000e-02	3.567145e+04	-2.160254e-03	8.281109e-02	0.000000e+00	-6.841254e+03	4.251271e+04
2.737000e-02	3.083628e+04	-2.258829e-03	8.285819e-02	0.000000e+00	-7.376935e+03	3.821321e+04
2.856000e-02	3.510665e+04	-2.357456e-03	8.290489e-02	0.000000e+00	-4.407517e+03	3.951417e+04
2.975000e-02	3.055204e+04	-2.456143e-03	8.295139e-02	0.000000e+00	-2.860946e+03	3.341299e+04
3.094000e-02	3.507160e+04	-2.554880e-03	8.299786e-02	0.000000e+00	-6.364329e+03	4.143593e+04
3.213000e-02	3.510001e+04	-2.653677e-03	8.304755e-02	0.000000e+00	-6.788398e+03	4.188840e+04
3.332000e-02	3.367835e+04	-2.752534e-03	8.309626e-02	0.000000e+00	-5.091085e+03	3.876943e+04
3.451000e-02	4.139742e+04	-2.851447e-03	8.314943e-02	0.000000e+00	-8.367261e+03	4.976468e+04
3.570000e-02	4.035712e+04	-2.950429e-03	8.320732e-02	0.000000e+00	-6.783980e+03	4.714110e+04
3.689000e-02	4.373280e+04	-3.049480e-03	8.326687e-02	0.000000e+00	-4.424650e+03	4.815745e+04
3.808000e-02	3.902818e+04	-3.148604e-03	8.332548e-02	0.000000e+00	-2.536886e+03	4.156506e+04
3.927000e-02	3.078958e+04	-3.247795e-03	8.337492e-02	0.000000e+00	-2.729277e+03	3.351886e+04
4.046000e-02	3.498344e+04	-3.347037e-03	8.342150e-02	0.000000e+00	-3.303211e+03	3.828666e+04
4.165000e-02	4.153088e+04	-3.446338e-03	8.347569e-02	0.000000e+00	-4.850831e+03	4.638171e+04
