#id	m	q	x	vx	vy
6.734710e+05	1.000000e+00	-1.000000e+00	2.452483e-03	-2.723028e-01	4.488674e-04
6.734830e+05	1.000000e+00	-1.000000e+00	1.230064e-03	-3.082073e-01	-1.087245e-03
6.734950e+05	1.000000e+00	-1.000000e+00	3.038255e-03	-2.786863e-01	1.040866e-03
6.734980e+05	1.000000e+00	-1.000000e+00	1.222999e-04	-3.469547e-01	5.594383e-04
6.735490e+05	1.000000e+00	-1.000000e+00	2.163924e-02	-3.324211e-01	7.024055e-04
6.735500e+05	1.000000e+00	-1.000000e+00	1.631153e-02	-2.095606e-01	4.174667e-05
6.735520e+05	1.000000e+00	-1.000000e+00	5.606457e-03	-1.890323e-01	2.413583e-04
6.735530e+05	1.000000e+00	-1.000000e+00	1.515092e-02	-4.666442e-01	3.431301e-04
6.735540e+05	1.000000e+00	-1.000000e+00	5.800451e-03	-2.956924e-01	-3.237915e-03
6.735550e+05	1.000000e+00	-1.000000e+00	2.914164e-02	-4.130397e-01	2.557354e-03
6.735580e+05	1.000000e+00	-1.000000e+00	8.446310e-03	-2.781111e-01	-8.772723e-04
6.735590e+05	1.000000e+00	-1.000000e+00	3.010308e-02	-2.380519e-01	-5.495984e-04
6.735620e+05	1.000000e+00	-1.000000e+00	9.458319e-04	-3.762562e-01	7.760682e-04
6.735630e+05	1.000000e+00	-1.000000e+00	3.054241e-02	-3.689859e-01	-4.909599e-04
6.735640e+05	1.000000e+00	-1.000000e+00	1.882391e-02	-2.664817e-01	-5.558640e-04
6.735650e+05	1.000000e+00	-1.000000e+00	1.697832e-02	-4.928317e-01	8.652633e-04
6.735670e+05	1.000000e+00	-1.000000e+00	5.187489e-03	-2.000853e-01	2.054774e-04
6.735680e+05	1.000000e+00	-1.000000e+00	3.670245e-02	-3.091523e-01	1.621282e-04
6.735710e+05	1.000000e+00	-1.000000e+00	1.739836e-02	-3.319852e-01	-1.943838e-04
6.735720e+05	1.000000e+00	-1.000000e+00	3.612357e-02	-3.031155e-01	1.332590e-03
6.735730e+05	1.000000e+00	-1.000000e+00	2.429195e-03	-1.632429e-01	3.750583e-05
