#x	rho	phi	ex	bz	rhok[0]	rhok[1]
0.000000e+00	-4.332922e+03	0.000000e+00	3.313332e-02	0.000000e+00	-4.811955e+03	4.790327e+02
1.190000e-03	-8.008483e+03	-3.942500e-05	3.312458e-02	0.000000e+00	-8.628669e+03	6.201859e+02
2.380000e-03	-1.949612e+03	-7.883651e-05	3.311753e-02	0.000000e+00	-9.433005e+03	7.483393e+03
3.570000e-03	6.983779e+03	-1.182447e-04	3.312110e-02	0.000000e+00	-4.795554e+03	1.177933e+04
4.760000e-03	5.954954e+03	-1.576647e-04	3.313026e-02	0.000000e+00	-4.456651e+03	1.041160e+04
5.950000e-03	7.091826e+03	-1.970947e-04	3.313950e-02	0.000000e+00	-6.990970e+03	1.408280e+04
7.140000e-03	8.331098e+03	-2.365367e-04	3.315042e-02	0.000000e+00	-6.964876e+03	1.529597e+04
8.330000e-03	1.098558e+04	-2.759927e-04	3.316410e-02	0.000000e+00	-6.212894e+03	1.719847e+04
9.520000e-03	1.315649e+04	-3.154673e-04	3.318120e-02	0.000000e+00	-4.619793e+03	1.777628e+04
1.071000e-02	1.416734e+04	-3.549640e-04	3.320054e-02	0.000000e+00	-5.206619e+03	1.937396e+04
1.190000e-02	1.116185e+04	-3.944846e-04	3.321848e-02	0.000000e+00	-6.887336e+03	1.804919e+04
1.309000e-02	2.140180e+04	-4.340240e-04	3.324154e-02	0.000000e+00	-6.765252e+03	2.816706e+04
1.428000e-02	2.361051e+04	-4.735994e-04	3.327342e-02	0.000000e+00	-5.768859e+03	2.937937e+04
1.547000e-02	2.275416e+04	-5.132147e-04	3.330625e-02	0.000000e+00	-6.447562e+03	2.920172e+04
1.666000e-02	3.031271e+04	-5.528683e-04	3.334383e-02	0.000000e+00	-6.585819e+03	3.689853e+04
1.785000e-02	2.759385e+04	-5.925730e-04	3.338484e-02	0.000000e+00	-8.457060e+03	3.605091e+04
1.904000e-02	3.416845e+04	-6.323242e-04	3.342858e-02	0.000000e+00	-5.957498e+03	4.012595e+04
2.023000e-02	3.056560e+04	-6.721330e-04	3.347442e-02	0.000000e+00	-5.794941e+03	3.636054e+04
2.142000e-02	3.182176e+04	-7.119934e-04	3.351860e-02	0.000000e+00	-4.253030e+03	3.607479e+04
2.261000e-02	3.335129e+04	-7.519073e-04	3.356475e-02	0.000000e+00	-6.397776e+03	3.974907e+04
2.380000e-02	2.976493e+04	-7.918775e-04	3.360945e-02	0.000000e+00	-8.153146e+03	3.791807e+04
2.499000e-02	3.261298e+04	-8.318978e-04	3.365362e-02	0.000000e+00	-7.527643e+03	4.014062e+04
2.618000e-02	4.242876e+04	-8.719731e-04	3.370677e-02	0.000000e+00	-5.868326e+03	4.829709e+04
2.737000e-02	4.958345e+04	-9.121199e-04	3.377193e-02	0.000000e+00	-3.257776e+03	5.284123e+04
2.856000e-02	3.882502e+04	-9.523503e-04	3.383453e-02	0.000000e+00	-4.723505e+03	4.354853e+04
2.975000e-02	4.593510e+04	-9.926461e-04	3.389456e-02	0.000000e+00	-6.844884e+03	5.277999e+04
3.094000e-02	4.518460e+04	-1.033019e-03	3.395909e-02	0.000000e+00	-7.396016e+03	5.258061e+04
3.213000e-02	3.842850e+04	-1.073469e-03	3.401830e-02	0.000000e+00	-9.823174e+03	4.825167e+04
3.332000e-02	4.698691e+04	-1.113983e-03	3.407879e-02	0.000000e+00	-5.752632e+03	5.273954e+04
3.451000e-02	4.459005e+04	-1.154576e-03	3.414364e-02	0.000000e+00	-8.142562e+03	5.273261e+04
3.570000e-02	4.601483e+04	-1.195245e-03	3.420780e-02	0.000000e+00	-7.911211e+03	5.392604e+04
3.689000e-02	5.211510e+04	-1.235991e-03	3.427729e-02	0.000000e+00	-4.242810e+03	5.635791e+04
3.808000e-02	6.178855e+04	-1.276825e-03	3.435796e-02	0.000000e+00	-3.722002e+03	6.551055e+04
3.927000e-02	6.115834e+04	-1.317763e-03	3.444502e-02	0.000000e+00	-5.922577e+03	6.708091e+04
4.046000e-02	6.083193e+04	-1.358804e-03	3.453141e-02	0.000000e+00	-7.036491e+03	6.786842e+04
4.165000e-02	5.317903e+04	-1.399947e-03	3.461215e-02	0.000000e+00	-8.444924e+03	6.162395e+04
4.284000e-02	6.585683e+04	-1.441181e-03	3.469645e-02	0.000000e+00	-3.608364e+03	6.946519e+04
4.403000e-02	6.377383e+04	-1.482525e-03	3.478825e-02	0.000000e+00	-6.611876e+03	7.038571e+04
4.522000e-02	7.084105e+04	-1.523977e-03	3.488358e-02	0.000000e+00	-8.625233e+03	7.946628e+04
4.641000e-02	5.576749e+04	-1.565548e-03	3.497324e-02	0.000000e+00	-5.952048e+03	6.171954e+04
4.760000e-02	6.033830e+04	-1.607213e-03	3.505546e-02	0.000000e+00	-9.289120e+03	6.962742e+04
4.879000e-02	6.035764e+04	-1.648980e-03	3.514093e-02	0.000000e+00	-4.476355e+03	6.483399e+04
4.998000e-02	5.866547e+04	-1.690849e-03	3.522522e-02	0.000000e+00	-6.085111e+03	6.475059e+04
5.117000e-02	5.960906e+04	-1.732816e-03	3.530898e-02	0.000000e+00	-6.037995e+03	6.564706e+04
5.236000e-02	5.723184e+04	-1.774884e-03	3.539172e-02	0.000000e+00	-5.256416e+03	6.248825e+04
5.355000e-02	6.494821e+04	-1.817048e-03	3.547824e-02	0.000000e+00	-4.725289e+03	6.967350e+04
5.474000e-02	6.025113e+04	-1.859322e-03	3.556690e-02	0.000000e+00	-5.615054e+03	6.586618e+04
5.593000e-02	6.262565e+04	-1.901697e-03	3.565392e-02	0.000000e+00	-1.163504e+03	6.378915e+04
5.712000e-02	7.333408e+04	-1.944178e-03	3.575020e-02	0.000000e+00	-6.871680e+03	8.020576e+04
5.831000e-02	6.331355e+04	-1.986783e-03	3.584697e-02	0.000000e+00	-8.017720e+03	7.133127e+04
5.950000e-02	7.809791e+04	-2.029494e-03	3.594711e-02	0.000000e+00	-2.713929e+03	8.081184e+04
6.069000e-02	7.511361e+04	-2.072337e-03	3.605561e-02	0.000000e+00	-5.749830e+03	8.086344e+04
6.188000e-02	7.847522e+04	-2.115307e-03	3.616438e-02	0.000000e+00	-7.552002e+03	8.602722e+04
6.307000e-02	6.849199e+04	-2.158408e-03	3.626846e-02	0.000000e+00	-6.521852e+03	7.501384e+04
6.426000e-02	7.116657e+04	-2.201625e-03	3.636736e-02	0.000000e+00	-3.049748e+03	7.421632e+04
6.545000e-02	7.097223e+04	-2.244963e-03	3.646802e-02	0.000000e+00	-3.598229e+03	7.457046e+04
6.664000e-02	6.966253e+04	-2.288419e-03	3.656761e-02	0.000000e+00	-7.048906e+03	7.671143e+04
6.783000e-02	8.584968e+04	-2.331994e-03	3.667774e-02	0.000000e+00	-6.112000e+03	9.196168e+04
6.902000e-02	8.082238e+04	-2.375712e-03	3.679577e-02	0.000000e+00	-3.662649e+03	8.448503e+04
