#id	m	q	x	vx	vy
6.783000e+03	1.000000e+00	-1.000000e+00	8.744462e-04	-5.676065e-01	-7.644007e-04
6.790000e+03	1.000000e+00	-1.000000e+00	3.923230e-02	-5.657979e-01	1.046730e-03
6.791000e+03	1.000000e+00	-1.000000e+00	1.981950e-02	-5.709883e-01	2.563428e-04
6.796000e+03	1.000000e+00	-1.000000e+00	3.400230e-02	-5.707983e-01	1.696721e-04
6.818000e+03	1.000000e+00	-1.000000e+00	1.993433e-02	-5.591902e-01	-7.164596e-04
6.819000e+03	1.000000e+00	-1.000000e+00	4.697098e-02	-5.670264e-01	1.795550e-03
6.827000e+03	1.000000e+00	-1.000000e+00	1.088133e-02	-5.650506e-01	2.988136e-04
6.880000e+03	1.000000e+00	-1.000000e+00	8.668231e-02	-5.572106e-01	7.118458e-05
6.882000e+03	1.000000e+00	-1.000000e+00	8.603074e-02	-5.538163e-01	9.644946e-04
6.887000e+03	1.000000e+00	-1.000000e+00	1.140744e-01	-5.474587e-01	1.445635e-03
6.888000e+03	1.000000e+00	-1.000000e+00	1.849964e-02	-5.442341e-01	1.490138e-03
6.902000e+03	1.000000e+00	-1.000000e+00	6.578690e-02	-5.518396e-01	1.381080e-04
6.919000e+03	1.000000e+00	-1.000000e+00	6.329118e-02	-5.445955e-01	-3.045581e-03
6.930000e+03	1.000000e+00	-1.000000e+00	4.301411e-02	-5.505036e-01	-1.906228e-04
6.934000e+03	1.000000e+00	-1.000000e+00	2.504026e-02	-5.459714e-01	1.754956e-03
6.952000e+03	1.000000e+00	-1.000000e+00	1.644887e-02	-5.517344e-01	1.643822e-03
6.956000e+03	1.000000e+00	-1.000000e+00	5.088017e-03	-5.452471e-01	1.084087e-03
6.959000e+03	1.000000e+00	-1.000000e+00	2.107505e-03	-5.491030e-01	-6.032786e-04
6.969000e+03	1.000000e+00	-1.000000e+00	3.072843e-02	-5.439798e-01	-1.648951e-03
6.975000e+03	1.000000e+00	-1.000000e+00	8.687414e-02	-5.439397e-01	3.909874e-04
6.978000e+03	1.000000e+00	-1.000000e+00	1.008655e-01	-5.485243e-01	-6.710562e-04
6.979000e+03	1.000000e+00	-1.000000e+00	1.477511e-01	-5.450348e-01	-1.600488e-04
6.990000e+03	1.000000e+00	-1.000000e+00	1.094728e-02	-5.502052e-01	-4.230761e-04
6.991000e+03	1.000000e+00	-1.000000e+00	1.152237e-01	-5.496885e-01	-2.220181e-04
6.993000e+03	1.000000e+00	-1.000000e+00	1.533996e-01	-5.403818e-01	1.575043e-04
7.001000e+03	1.000000e+00	-1.000000e+00	1.562124e-01	-5.300929e-01	-1.183757e-03
7.003000e+03	1.000000e+00	-1.000000e+00	1.899196e-01	-5.347224e-01	4.790720e-04
7.005000e+03	1.000000e+00	-1.000000e+00	1.707079e-01	-5.397347e-01	4.320905e-04
7.006000e+03	1.000000e+00	-1.000000e+00	5.223375e-02	-5.318344e-01	-4.801870e-04
7.011000e+03	1.000000e+00	-1.000000e+00	1.462578e-02	-5.306446e-01	2.963082e-04
7.015000e+03	1.000000e+00	-1.000000e+00	1.606967e-01	-5.309748e-01	-1.182451e-03
7.027000e+03	1.000000e+00	-1.000000e+00	1.133297e-01	-5.323671e-01	-1.963909e-04
7.031000e+03	1.000000e+00	-1.000000e+00	1.909640e-01	-5.327618e-01	4.225812e-05
7.034000e+03	1.000000e+00	-1.000000e+00	1.415218e-01	-5.426085e-01	-4.226564e-04
7.047000e+03	1.000000e+00	-1.000000e+00	8.515025e-02	-5.368456e-01	1.942498e-05
7.050000e+03	1.000000e+00	-1.000000e+00	2.162563e-02	-5.407146e-01	-2.502404e-04
