#id	m	q	x	vx	vy
7.622440e+05	1.000000e+00	-1.000000e+00	2.097689e-03	-2.010522e-01	2.012849e-03
7.622670e+05	1.000000e+00	-1.000000e+00	3.465900e-05	-3.634044e-01	-1.274430e-03
7.622700e+05	1.000000e+00	-1.000000e+00	1.589478e-03	-1.977487e-01	4.323084e-04
7.622910e+05	1.000000e+00	-1.000000e+00	6.452740e-04	-1.891613e-01	-1.107348e-03
7.622940e+05	1.000000e+00	-1.000000e+00	4.803142e-03	-3.178609e-01	-5.654368e-06
7.623050e+05	1.000000e+00	-1.000000e+00	3.647650e-03	-3.075274e-01	-1.146296e-03
7.623110e+05	1.000000e+00	-1.000000e+00	1.403361e-04	-2.434428e-01	-1.459931e-03
7.623160e+05	1.000000e+00	-1.000000e+00	1.192368e-03	-3.158704e-01	-2.072855e-04
7.623480e+05	1.000000e+00	-1.000000e+00	2.971417e-03	-5.860563e-01	1.181927e-04
7.623490e+05	1.000000e+00	-1.000000e+00	1.017324e-02	-3.862873e-01	-2.764038e-03
7.623500e+05	1.000000e+00	-1.000000e+00	7.419779e-03	-1.497738e-01	-9.304782e-04
7.623510e+05	1.000000e+00	-1.000000e+00	7.753403e-04	-5.000324e-01	-7.900938e-04
7.623520e+05	1.000000e+00	-1.000000e+00	9.633679e-03	-2.570560e-01	-6.917607e-04
7.623530e+05	1.000000e+00	-1.000000e+00	7.605257e-03	-3.410354e-01	1.108328e-03
7.623560e+05	1.000000e+00	-1.000000e+00	3.459567e-03	-1.830428e-01	-1.084367e-04
7.623570e+05	1.000000e+00	-1.000000e+00	3.329362e-02	-4.368822e-01	-3.909035e-04
7.623580e+05	1.000000e+00	-1.000000e+00	2.025319e-02	-2.326853e-01	6.023268e-04
7.623590e+05	1.000000e+00	-1.000000e+00	1.401262e-02	-2.386030e-01	8.832104e-04
7.623600e+05	1.000000e+00	-1.000000e+00	2.075472e-02	-4.391401e-01	2.225720e-04
7.623610e+05	1.000000e+00	-1.000000e+00	9.765059e-03	-3.376675e-01	-8.352406e-04
7.623620e+05	1.000000e+00	-1.000000e+00	2.959385e-02	-2.453123e-01	-4.101732e-05
7.623630e+05	1.000000e+00	-1.000000e+00	2.548070e-02	-3.203864e-01	7.813002e-04
7.623650e+05	1.000000e+00	-1.000000e+00	2.843060e-02	-2.458486e-01	5.152015e-04
7.623660e+05	1.000000e+00	-1.000000e+00	2.016887e-03	-1.420019e-01	1.772629e-04
7.623670e+05	1.000000e+00	-1.000000e+00	2.216326e-02	-2.191080e-01	-1.010943e-03
7.623680e+05	1.000000e+00	-1.000000e+00	1.422664e-02	-2.140414e-01	-8.813378e-04
7.623690e+05	1.000000e+00	-1.000000e+00	3.559580e-03	-5.672248e-01	2.720415e-04
7.623740e+05	1.000000e+00	-1.000000e+00	2.746096e-02	-4.366266e-01	-6.315503e-04
7.623750e+05	1.000000e+00	-1.000000e+00	8.567213e-03	-1.729214e-01	9.499558e-05
7.623760e+05	1.000000e+00	-1.000000e+00	1.656148e-02	-3.153860e-01	1.154190e-03
7.623780e+05	1.000000e+00	-1.000000e+00	1.025018e-02	-4.201368e-01	1.114978e-03
7.623790e+05	1.000000e+00	-1.000000e+00	4.825703e-03	-2.632305e-01	8.760136e-04
7.623800e+05	1.000000e+00	-1.000000e+00	1.721126e-02	-2.933777e-01	5.399836e-04
7.623810e+05	1.000000e+00	-1.000000e+00	9.526921e-03	-1.957815e-01	1.349840e-05
7.623830e+05	1.000000e+00	-1.000000e+00	4.507317e-03	-3.491783e-01	-1.173400e-04
7.623860e+05	1.000000e+00	-1.000000e+00	1.139166e-02	-2.961436e-01	-6.771687e-04
7.623870e+05	1.000000e+00	-1.000000e+00	1.419731e-02	-4.231970e-01	2.843413e-04
7.623880e+05	1.000000e+00	-1.000000e+00	2.367810e-02	-5.757458e-01	1.354334e-05
7.623890e+05	1.000000e+00	-1.000000e+00	1.344857e-02	-2.101440e-01	-7.342887e-04
7.623900e+05	1.000000e+00	-1.000000e+00	2.525709e-03	-1.821290e-01	-5.229384e-04
7.623910e+05	1.000000e+00	-1.000000e+00	1.519910e-02	-5.729431e-01	3.275895e-04
7.623930e+05	1.000000e+00	-1.000000e+00	1.123094e-02	-2.509663e-01	2.525610e-04
7.623950e+05	1.000000e+00	-1.000000e+00	3.284169e-02	-4.787815e-01	-1.317884e-03
7.623960e+05	1.000000e+00	-1.000000e+00	1.593420e-02	-1.733847e-01	-3.463910e-04
7.623980e+05	1.000000e+00	-1.000000e+00	8.431351e-03	-3.460496e-01	-7.316331e-04
7.624000e+05	1.000000e+00	-1.000000e+00	3.245376e-02	-4.146366e-01	7.410960e-04
7.624020e+05	1.000000e+00	-1.000000e+00	1.948981e-02	-5.417389e-01	-5.727033e-05
7.624050e+05	1.000000e+00	-1.000000e+00	7.651705e-03	-5.795849e-01	7.322739e-05
7.624060e+05	1.000000e+00	-1.000000e+00	2.331399e-02	-5.807073e-01	-8.504170e-05
7.624070e+05	1.000000e+00	-1.000000e+00	7.344356e-03	-1.949323e-01	-1.674907e-03
7.624090e+05	1.000000e+00	-1.000000e+00	2.413848e-02	-2.134420e-01	-9.271033e-04
7.624100e+05	1.000000e+00	-1.000000e+00	2.182680e-02	-3.213279e-01	-3.377300e-04
7.624110e+05	1.000000e+00	-1.000000e+00	9.163931e-03	-3.846436e-01	5.496766e-04
7.624120e+05	1.000000e+00	-1.000000e+00	9.296268e-03	-1.890714e-01	-1.857391e-04
7.624130e+05	1.000000e+00	-1.000000e+00	2.033984e-02	-2.235178e-01	5.646788e-04
7.624140e+05	1.000000e+00	-1.000000e+00	2.393653e-02	-4.597779e-01	1.908337e-04
7.624150e+05	1.000000e+00	-1.000000e+00	2.519885e-02	-4.949508e-01	-2.940576e-04
7.624160e+05	1.000000e+00	-1.000000e+00	1.715984e-03	-1.557048e-01	-3.266274e-03
7.624170e+05	1.000000e+00	-1.000000e+00	1.232469e-02	-4.899888e-01	-1.482213e-04
7.624180e+05	1.000000e+00	-1.000000e+00	3.078596e-03	-4.131525e-01	-3.335346e-03
7.624190e+05	1.000000e+00	-1.000000e+00	1.303075e-02	-4.358993e-01	-6.203766e-04
7.624200e+05	1.000000e+00	-1.000000e+00	3.502354e-02	-3.492260e-01	2.106971e-03
7.624210e+05	1.000000e+00	-1.000000e+00	1.040385e-02	-2.835675e-01	-3.006588e-04
7.624220e+05	1.000000e+00	-1.000000e+00	2.045746e-03	-1.561608e-01	3.111330e-05
7.624230e+05	1.000000e+00	-1.000000e+00	2.343245e-03	-1.434604e-01	9.784051e-04
