#id	m	q	x	vx	vy
5.625480e+05	1.000000e+00	-1.000000e+00	3.102086e-02	-3.209045e-01	1.385743e-04
5.625510e+05	1.000000e+00	-1.000000e+00	2.822020e-02	-3.871084e-01	-6.719040e-04
5.625530e+05	1.000000e+00	-1.000000e+00	2.385019e-02	-4.433357e-01	-5.389437e-04
5.625540e+05	1.000000e+00	-1.000000e+00	3.057938e-02	-3.160342e-01	4.206904e-06
5.625550e+05	1.000000e+00	-1.000000e+00	8.571661e-03	-2.545216e-01	9.212951e-04
5.625560e+05	1.000000e+00	-1.000000e+00	3.435381e-02	-4.032063e-01	3.510301e-04
5.625580e+05	1.000000e+00	-1.000000e+00	2.400403e-02	-4.497486e-01	-6.452932e-05
5.625590e+05	1.000000e+00	-1.000000e+00	1.380341e-02	-2.681223e-01	6.064067e-04
5.625610e+05	1.000000e+00	-1.000000e+00	1.554691e-02	-1.943482e-01	1.122298e-03
5.625630e+05	1.000000e+00	-1.000000e+00	1.966142e-02	-2.754627e-01	-2.370802e-03
5.625640e+05	1.000000e+00	-1.000000e+00	1.535549e-02	-2.175167e-01	-6.899080e-04
5.625660e+05	1.000000e+00	-1.000000e+00	2.445982e-02	-4.531991e-01	3.508439e-04
5.625670e+05	1.000000e+00	-1.000000e+00	6.791074e-04	-1.823321e-01	7.195347e-04
5.625680e+05	1.000000e+00	-1.000000e+00	2.523818e-02	-5.316431e-01	-4.643809e-04
5.625700e+05	1.000000e+00	-1.000000e+00	2.447028e-02	-4.306695e-01	-6.432929e-04
5.625720e+05	1.000000e+00	-1.000000e+00	9.084092e-03	-3.534031e-01	4.928008e-04
5.625730e+05	1.000000e+00	-1.000000e+00	3.295905e-02	-4.809662e-01	7.497851e-04
5.625740e+05	1.000000e+00	-1.000000e+00	3.523448e-03	-3.417903e-01	-1.142454e-03
5.625750e+05	1.000000e+00	-1.000000e+00	1.996147e-02	-3.059168e-01	1.277715e-04
5.625760e+05	1.000000e+00	-1.000000e+00	2.142561e-02	-4.735419e-01	-3.594256e-04
5.625780e+05	1.000000e+00	-1.000000e+00	2.397964e-02	-3.941474e-01	-9.788198e-04
5.625790e+05	1.000000e+00	-1.000000e+00	2.115681e-02	-2.468891e-01	-2.445450e-05
5.625800e+05	1.000000e+00	-1.000000e+00	2.152979e-02	-4.792231e-01	-1.217100e-03
5.625810e+05	1.000000e+00	-1.000000e+00	1.522415e-02	-4.581622e-01	-2.161350e-03
5.625820e+05	1.000000e+00	-1.000000e+00	1.605684e-02	-2.640930e-01	6.996642e-04
5.625840e+05	1.000000e+00	-1.000000e+00	6.361886e-03	-2.159044e-01	8.658095e-04
5.625870e+05	1.000000e+00	-1.000000e+00	9.736527e-04	-5.301598e-01	2.873765e-04
5.625910e+05	1.000000e+00	-1.000000e+00	2.402954e-02	-2.648789e-01	2.152742e-03
5.625930e+05	1.000000e+00	-1.000000e+00	2.919805e-02	-2.913393e-01	-6.360535e-04
5.625940e+05	1.000000e+00	-1.000000e+00	4.914887e-03	-2.774631e-01	1.842609e-04
5.625960e+05	1.000000e+00	-1.000000e+00	4.200106e-03	-5.874734e-01	-4.172784e-04
5.625980e+05	1.000000e+00	-1.000000e+00	2.226892e-02	-3.064959e-01	-2.348688e-04
5.625990e+05	1.000000e+00	-1.000000e+00	1.364095e-02	-2.113757e-01	1.623001e-03
5.626000e+05	1.000000e+00	-1.000000e+00	3.281228e-03	-5.542549e-01	-2.365777e-03
5.626010e+05	1.000000e+00	-1.000000e+00	1.277123e-02	-5.873615e-01	-1.905082e-03
5.626020e+05	1.000000e+00	-1.000000e+00	4.851579e-03	-2.733940e-01	1.276472e-04
5.626030e+05	1.000000e+00	-1.000000e+00	2.164572e-02	-3.203072e-01	-1.888588e-05
5.626040e+05	1.000000e+00	-1.000000e+00	1.982911e-04	-2.075164e-01	2.812046e-04
5.626070e+05	1.000000e+00	-1.000000e+00	1.775158e-02	-2.186918e-01	-9.952340e-06
5.626080e+05	1.000000e+00	-1.000000e+00	1.696523e-02	-2.277545e-01	2.022506e-04
