#x	rho	phi	ex	bz	rhok[0]	rhok[1]
0.000000e+00	-4.199676e+03	0.000000e+00	7.817552e-02	0.000000e+00	-4.429714e+03	2.300389e+02
1.190000e-03	-1.085113e+02	-9.302533e-05	7.817247e-02	0.000000e+00	-3.754602e+03	3.646091e+03
2.380000e-03	4.124643e+02	-1.860505e-04	7.817268e-02	0.000000e+00	-4.359109e+03	4.771573e+03
3.570000e-03	6.452708e+03	-2.790763e-04	7.817754e-02	0.000000e+00	-6.032933e+03	1.248564e+04
4.760000e-03	1.066904e+04	-3.721130e-04	7.818967e-02	0.000000e+00	-5.443458e+03	1.611250e+04
5.950000e-03	1.194162e+04	-4.651677e-04	7.820568e-02	0.000000e+00	-5.035770e+03	1.697739e+04
7.140000e-03	1.121058e+04	-5.582425e-04	7.822208e-02	0.000000e+00	-3.779895e+03	1.499047e+04
8.330000e-03	1.211412e+04	-6.513363e-04	7.823859e-02	0.000000e+00	-4.182990e+03	1.629711e+04
9.520000e-03	1.482152e+04	-7.444504e-04	7.825767e-02	0.000000e+00	-6.380298e+03	2.120182e+04
1.071000e-02	2.012609e+04	-8.375895e-04	7.828242e-02	0.000000e+00	-3.610769e+03	2.373685e+04
1.190000e-02	2.530489e+04	-9.307626e-04	7.831459e-02	0.000000e+00	-1.937031e+03	2.724192e+04
1.309000e-02	1.740842e+04	-1.023978e-03	7.834484e-02	0.000000e+00	-3.786701e+03	2.119512e+04
1.428000e-02	1.988757e+04	-1.117223e-03	7.837125e-02	0.000000e+00	-3.007392e+03	2.289496e+04
1.547000e-02	2.064544e+04	-1.210502e-03	7.839995e-02	0.000000e+00	-3.253556e+03	2.389899e+04
1.666000e-02	2.366299e+04	-1.303815e-03	7.843133e-02	0.000000e+00	-3.355589e+03	2.701858e+04
1.785000e-02	2.577803e+04	-1.397168e-03	7.846634e-02	0.000000e+00	-4.314734e+03	3.009276e+04
1.904000e-02	2.909042e+04	-1.490565e-03	7.850520e-02	0.000000e+00	-4.426833e+03	3.351726e+04
2.023000e-02	2.648994e+04	-1.584011e-03	7.854456e-02	0.000000e+00	-4.248809e+03	3.073875e+04
2.142000e-02	2.608838e+04	-1.677501e-03	7.858179e-02	0.000000e+00	-4.574017e+03	3.066240e+04
2.261000e-02	2.385282e+04	-1.771035e-03	7.861716e-02	0.000000e+00	-3.025611e+03	2.687843e+04
2.380000e-02	2.198059e+04	-1.864610e-03	7.864962e-02	0.000000e+00	-4.683898e+03	2.666449e+04
2.499000e-02	2.025417e+04	-1.958222e-03	7.867953e-02	0.000000e+00	-5.100756e+03	2.535493e+04
2.618000e-02	2.582186e+04	-2.051867e-03	7.871216e-02	0.000000e+00	-5.944983e+03	3.176685e+04
2.737000e-02	2.081753e+04	-2.145556e-03	7.874519e-02	0.000000e+00	-8.977782e+03	2.979531e+04
2.856000e-02	2.797342e+04	-2.239281e-03	7.877974e-02	0.000000e+00	-4.740416e+03	3.271384e+04
2.975000e-02	3.447546e+04	-2.333052e-03	7.882396e-02	0.000000e+00	-3.008688e+03	3.748415e+04
3.094000e-02	3.715685e+04	-2.426882e-03	7.887469e-02	0.000000e+00	-6.567131e+03	4.372398e+04
3.213000e-02	3.247197e+04	-2.520774e-03	7.892400e-02	0.000000e+00	-6.745036e+03	3.921701e+04
3.332000e-02	3.765095e+04	-2.614721e-03	7.897366e-02	0.000000e+00	-5.005198e+03	4.265615e+04
3.451000e-02	4.334969e+04	-2.708731e-03	7.903102e-02	0.000000e+00	-5.922876e+03	4.927256e+04
3.570000e-02	3.909853e+04	-2.802815e-03	7.908941e-02	0.000000e+00	-5.503900e+03	4.460243e+04
3.689000e-02	4.288050e+04	-2.896964e-03	7.914746e-02	0.000000e+00	-3.950368e+03	4.683086e+04
3.808000e-02	3.941332e+04	-2.991186e-03	7.920574e-02	0.000000e+00	-6.602406e+03	4.601573e+04
3.927000e-02	3.012144e+04	-3.085474e-03	7.925498e-02	0.000000e+00	-7.500949e+03	3.762239e+04
4.046000e-02	4.421580e+04	-3.179813e-03	7.930762e-02	0.000000e+00	-4.834183e+03	4.904998e+04
4.165000e-02	4.298957e+04	-3.274226e-03	7.936938e-02	0.000000e+00	-2.020907e+03	4.501048e+04
4.284000e-02	4.485973e+04	-3.368712e-03	7.943159e-02	0.000000e+00	-4.866520e+03	4.972625e+04
4.403000e-02	3.331607e+04	-3.463273e-03	7.948695e-02	0.000000e+00	-8.493364e+03	4.180943e+04
4.522000e-02	3.838123e+04	-3.557891e-03	7.953773e-02	0.000000e+00	-4.472006e+03	4.285324e+04
4.641000e-02	4.918842e+04	-3.652573e-03	7.959974e-02	0.000000e+00	-2.473321e+03	5.166174e+04
4.760000e-02	4.042777e+04	-3.747338e-03	7.966320e-02	0.000000e+00	-6.391443e+03	4.681921e+04
4.879000e-02	4.477045e+04	-3.842171e-03	7.972354e-02	0.000000e+00	-5.334013e+03	5.010447e+04
4.998000e-02	3.966302e+04	-3.937080e-03	7.978333e-02	0.000000e+00	-4.220307e+03	4.388333e+04
