#id	m	q	x	vx	vy
1.960370e+05	1.000000e+00	-1.000000e+00	3.135033e-03	-5.441427e-01	-9.350909e-05
1.960460e+05	1.000000e+00	-1.000000e+00	2.793299e-03	-5.852895e-01	-4.818032e-04
1.960670e+05	1.000000e+00	-1.000000e+00	8.466312e-03	-5.689501e-01	6.453384e-04
1.961230e+05	1.000000e+00	-1.000000e+00	9.193222e-03	-5.551732e-01	1.016583e-03
1.961390e+05	1.000000e+00	-1.000000e+00	1.247652e-02	-4.705792e-01	-1.105908e-03
1.961450e+05	1.000000e+00	-1.000000e+00	1.204052e-02	-4.614160e-01	5.985741e-05
1.961480e+05	1.000000e+00	-1.000000e+00	1.873474e-03	-4.320535e-01	-5.404421e-04
1.961490e+05	1.000000e+00	-1.000000e+00	3.436208e-02	-5.198248e-01	1.251112e-03
1.961500e+05	1.000000e+00	-1.000000e+00	5.093704e-03	-4.921550e-01	-2.940082e-04
1.961640e+05	1.000000e+00	-1.000000e+00	4.013599e-02	-5.553280e-01	2.509731e-03
1.961670e+05	1.000000e+00	-1.000000e+00	4.995790e-02	-5.300595e-01	1.846007e-04
1.961790e+05	1.000000e+00	-1.000000e+00	2.025060e-02	-5.585569e-01	4.549549e-04
1.961840e+05	1.000000e+00	-1.000000e+00	6.361186e-03	-4.339477e-01	1.936182e-03
1.961850e+05	1.000000e+00	-1.000000e+00	3.678457e-02	-5.422979e-01	-2.413226e-04
1.961880e+05	1.000000e+00	-1.000000e+00	1.281449e-02	-5.030445e-01	6.101792e-04
1.961890e+05	1.000000e+00	-1.000000e+00	2.908481e-02	-5.264513e-01	1.375036e-03
1.961910e+05	1.000000e+00	-1.000000e+00	1.026968e-02	-5.110971e-01	2.390940e-06
1.961930e+05	1.000000e+00	-1.000000e+00	4.203832e-02	-5.294521e-01	-2.597265e-04
1.961950e+05	1.000000e+00	-1.000000e+00	1.910369e-02	-5.475876e-01	-1.827185e-04
1.961990e+05	1.000000e+00	-1.000000e+00	1.817289e-03	-4.726285e-01	-1.596192e-05
1.962030e+05	1.000000e+00	-1.000000e+00	3.429797e-02	-5.341444e-01	1.469314e-03
1.962080e+05	1.000000e+00	-1.000000e+00	6.388979e-02	-5.407131e-01	-2.623917e-03
1.962110e+05	1.000000e+00	-1.000000e+00	6.878692e-03	-5.041774e-01	-2.218201e-04
1.962120e+05	1.000000e+00	-1.000000e+00	4.757348e-02	-5.757891e-01	-8.670985e-06
1.962150e+05	1.000000e+00	-1.000000e+00	4.713865e-02	-5.470085e-01	1.282940e-05
1.962210e+05	1.000000e+00	-1.000000e+00	4.534650e-02	-5.585779e-01	-1.406849e-03
1.962280e+05	1.000000e+00	-1.000000e+00	2.770631e-02	-5.832740e-01	1.229102e-04
1.962330e+05	1.000000e+00	-1.000000e+00	1.185515e-02	-4.656033e-01	1.860003e-03
1.962340e+05	1.000000e+00	-1.000000e+00	4.971246e-02	-5.678100e-01	-2.272244e-04
1.962470e+05	1.000000e+00	-1.000000e+00	6.019742e-03	-4.716892e-01	-4.318611e-05
1.962500e+05	1.000000e+00	-1.000000e+00	2.919000e-02	-3.957539e-01	6.477650e-04
1.962520e+05	1.000000e+00	-1.000000e+00	7.220012e-02	-5.091075e-01	-1.332790e-04
1.962550e+05	1.000000e+00	-1.000000e+00	8.018004e-02	-5.151365e-01	-6.145914e-04
1.962560e+05	1.000000e+00	-1.000000e+00	1.252016e-01	-5.597697e-01	-6.495284e-04
1.962580e+05	1.000000e+00	-1.000000e+00	3.989680e-02	-4.677178e-01	-1.222724e-03
1.962610e+05	1.000000e+00	-1.000000e+00	3.015882e-02	-4.173283e-01	3.521982e-04
1.962620e+05	1.000000e+00	-1.000000e+00	2.124456e-02	-3.862610e-01	-6.649007e-04
1.962640e+05	1.000000e+00	-1.000000e+00	6.273173e-02	-5.087942e-01	-2.989832e-04
1.962670e+05	1.000000e+00	-1.000000e+00	2.283612e-02	-3.744759e-01	8.731350e-04
1.962710e+05	1.000000e+00	-1.000000e+00	6.249606e-02	-5.093302e-01	2.281158e-04
1.962830e+05	1.000000e+00	-1.000000e+00	3.387583e-02	-4.735117e-01	-6.063438e-05
1.962850e+05	1.000000e+00	-1.000000e+00	4.521416e-02	-4.303407e-01	2.498047e-04
1.962900e+05	1.000000e+00	-1.000000e+00	1.022038e-01	-5.557295e-01	5.506316e-04
1.962940e+05	1.000000e+00	-1.000000e+00	9.602527e-02	-5.226010e-01	-5.528261e-04
1.962970e+05	1.000000e+00	-1.000000e+00	6.384406e-02	-5.219038e-01	-4.819905e-04
1.962980e+05	1.000000e+00	-1.000000e+00	1.189311e-01	-5.564155e-01	1.372347e-03
1.962990e+05	1.000000e+00	-1.000000e+00	4.345067e-02	-4.237780e-01	-5.641180e-05
1.963020e+05	1.000000e+00	-1.000000e+00	2.648104e-02	-4.128750e-01	-3.061833e-05
1.963030e+05	1.000000e+00	-1.000000e+00	6.217852e-02	-5.180711e-01	-3.604989e-04
1.963040e+05	1.000000e+00	-1.000000e+00	8.472709e-02	-5.082337e-01	-3.823679e-04
1.963080e+05	1.000000e+00	-1.000000e+00	1.013680e-01	-5.473081e-01	-4.289717e-04
1.963110e+05	1.000000e+00	-1.000000e+00	3.148692e-03	-4.031949e-01	5.685502e-06
1.963140e+05	1.000000e+00	-1.000000e+00	4.684144e-02	-4.444458e-01	5.581405e-04
1.963160e+05	1.000000e+00	-1.000000e+00	8.543756e-02	-5.060977e-01	1.309152e-03
1.963180e+05	1.000000e+00	-1.000000e+00	4.643632e-03	-3.679966e-01	-3.117905e-04
1.963210e+05	1.000000e+00	-1.000000e+00	1.412779e-01	-5.724589e-01	-1.082170e-03
1.963220e+05	1.000000e+00	-1.000000e+00	5.903292e-02	-4.981018e-01	6.992945e-05
1.963230e+05	1.000000e+00	-1.000000e+00	3.768908e-02	-4.411691e-01	-1.049809e-03
1.963250e+05	1.000000e+00	-1.000000e+00	8.042149e-02	-5.215555e-01	-6.548246e-04
1.963280e+05	1.000000e+00	-1.000000e+00	8.689033e-02	-5.359217e-01	3.189773e-04
1.963300e+05	1.000000e+00	-1.000000e+00	6.037861e-02	-5.142940e-01	1.531099e-03
1.963320e+05	1.000000e+00	-1.000000e+00	9.568644e-02	-5.205943e-01	1.068103e-03
1.963330e+05	1.000000e+00	-1.000000e+00	4.497617e-02	-4.626185e-01	6.121512e-04
1.963370e+05	1.000000e+00	-1.000000e+00	4.461431e-02	-4.274060e-01	5.895443e-04
1.963380e+05	1.000000e+00	-1.000000e+00	1.213759e-02	-4.162713e-01	4.527086e-04
1.963400e+05	1.000000e+00	-1.000000e+00	1.120978e-03	-3.930645e-01	6.814116e-05
1.963410e+05	1.000000e+00	-1.000000e+00	3.113526e-06	-3.856738e-01	8.129987e-04
1.963460e+05	1.000000e+00	-1.000000e+00	6.531259e-02	-4.513334e-01	3.850082e-04
1.963480e+05	1.000000e+00	-1.000000e+00	9.866501e-02	-5.771391e-01	7.082222e-05
