#x	rho	phi	ex	bz	rhok[0]	rhok[1]
0.000000e+00	4.084655e+01	0.000000e+00	5.849658e-02	0.000000e+00	-3.119817e+02	3.528283e+02
1.190000e-03	-2.348176e+03	-6.961097e-05	5.849495e-02	0.000000e+00	-6.458765e+03	4.110589e+03
2.380000e-03	3.312912e+03	-1.392180e-04	5.849563e-02	0.000000e+00	-5.589872e+03	8.902784e+03
3.570000e-03	9.382353e+03	-2.088306e-04	5.850462e-02	0.000000e+00	-4.208534e+03	1.359089e+04
4.760000e-03	8.163990e+03	-2.784590e-04	5.851705e-02	0.000000e+00	-4.292115e+03	1.245611e+04
5.950000e-03	1.218799e+04	-3.481011e-04	5.853146e-02	0.000000e+00	-2.510913e+03	1.469891e+04
7.140000e-03	1.301616e+04	-4.177638e-04	5.854931e-02	0.000000e+00	-6.442088e+03	1.945824e+04
8.330000e-03	8.657183e+03	-4.874485e-04	5.856466e-02	0.000000e+00	-5.411575e+03	1.406876e+04
9.520000e-03	9.308252e+03	-5.571477e-04	5.857738e-02	0.000000e+00	-8.052594e+03	1.736085e+04
1.071000e-02	1.330727e+04	-6.268626e-04	5.859339e-02	0.000000e+00	-3.989985e+03	1.729725e+04
1.190000e-02	1.508392e+04	-6.966000e-04	5.861350e-02	0.000000e+00	-3.837577e+03	1.892150e+04
1.309000e-02	2.518842e+04	-7.663628e-04	5.864202e-02	0.000000e+00	-4.962797e+03	3.015122e+04
1.428000e-02	1.912484e+04	-8.361680e-04	5.867340e-02	0.000000e+00	-6.222055e+03	2.534690e+04
1.547000e-02	2.223157e+04	-9.060055e-04	5.870269e-02	0.000000e+00	-6.539055e+03	2.877062e+04
1.666000e-02	2.378836e+04	-9.758804e-04	5.873528e-02	0.000000e+00	-5.560841e+03	2.934920e+04
1.785000e-02	1.757079e+04	-1.045795e-03	5.876457e-02	0.000000e+00	-5.313588e+03	2.288437e+04
1.904000e-02	2.006622e+04	-1.115740e-03	5.879122e-02	0.000000e+00	-8.186796e+03	2.825302e+04
2.023000e-02	2.449638e+04	-1.185719e-03	5.882278e-02	0.000000e+00	-9.394924e+03	3.389130e+04
2.142000e-02	1.678644e+04	-1.255738e-03	5.885201e-02	0.000000e+00	-7.537921e+03	2.432436e+04
2.261000e-02	2.650373e+04	-1.325786e-03	5.888267e-02	0.000000e+00	-5.563627e+03	3.206736e+04
2.380000e-02	2.899800e+04	-1.395879e-03	5.892197e-02	0.000000e+00	-4.383543e+03	3.338155e+04
2.499000e-02	2.727854e+04	-1.466021e-03	5.896183e-02	0.000000e+00	-5.404187e+03	3.268273e+04
2.618000e-02	3.543261e+04	-1.536208e-03	5.900624e-02	0.000000e+00	-6.685238e+03	4.211785e+04
2.737000e-02	2.944775e+04	-1.606455e-03	5.905218e-02	0.000000e+00	-5.635767e+03	3.508352e+04
2.856000e-02	4.109026e+04	-1.676752e-03	5.910213e-02	0.000000e+00	-4.194947e+03	4.528520e+04
2.975000e-02	2.358419e+04	-1.747119e-03	5.914793e-02	0.000000e+00	-5.024076e+03	2.860827e+04
3.094000e-02	2.105225e+04	-1.817524e-03	5.917954e-02	0.000000e+00	-1.036567e+04	3.141792e+04
3.213000e-02	3.184488e+04	-1.887966e-03	5.921700e-02	0.000000e+00	-4.835270e+03	3.668015e+04
3.332000e-02	3.533711e+04	-1.958461e-03	5.926458e-02	0.000000e+00	-1.691942e+03	3.702905e+04
3.451000e-02	3.348416e+04	-2.029016e-03	5.931332e-02	0.000000e+00	-7.310282e+03	4.079444e+04
3.570000e-02	3.959176e+04	-2.099627e-03	5.936507e-02	0.000000e+00	-4.897295e+03	4.448906e+04
3.689000e-02	3.857305e+04	-2.170304e-03	5.942042e-02	0.000000e+00	-4.506763e+03	4.307981e+04
3.808000e-02	5.183587e+04	-2.241047e-03	5.948444e-02	0.000000e+00	-3.026221e+03	5.486209e+04
3.927000e-02	4.388743e+04	-2.311877e-03	5.955223e-02	0.000000e+00	-4.451017e+03	4.833845e+04
4.046000e-02	3.470876e+04	-2.382782e-03	5.960789e-02	0.000000e+00	-1.127049e+04	4.597925e+04
4.165000e-02	4.472676e+04	-2.453744e-03	5.966414e-02	0.000000e+00	-5.986540e+03	5.071330e+04
4.284000e-02	4.023873e+04	-2.524782e-03	5.972431e-02	0.000000e+00	-3.329733e+03	4.356846e+04
4.403000e-02	5.185114e+04	-2.595888e-03	5.978953e-02	0.000000e+00	-3.758699e+03	5.560983e+04
4.522000e-02	5.329591e+04	-2.667081e-03	5.986399e-02	0.000000e+00	-2.308456e+03	5.560437e+04
4.641000e-02	4.906238e+04	-2.738364e-03	5.993648e-02	0.000000e+00	-4.106055e+03	5.316844e+04
4.760000e-02	4.752413e+04	-2.809730e-03	6.000488e-02	0.000000e+00	-4.090139e+03	5.161427e+04
4.879000e-02	5.651767e+04	-2.881176e-03	6.007855e-02	0.000000e+00	-6.273083e+03	6.279075e+04
4.998000e-02	5.270624e+04	-2.952717e-03	6.015590e-02	0.000000e+00	-1.940610e+03	5.464685e+04
5.117000e-02	4.724937e+04	-3.024347e-03	6.022669e-02	0.000000e+00	-3.822276e+03	5.107165e+04
5.236000e-02	5.042350e+04	-3.096057e-03	6.029586e-02	0.000000e+00	-3.578022e+03	5.400152e+04
5.355000e-02	5.104048e+04	-3.167851e-03	6.036771e-02	0.000000e+00	-7.405053e+03	5.844553e+04
5.474000e-02	5.077130e+04	-3.239732e-03	6.043981e-02	0.000000e+00	-7.402059e+03	5.817336e+04
5.593000e-02	5.824180e+04	-3.311698e-03	6.051701e-02	0.000000e+00	-5.794634e+03	6.403643e+04
5.712000e-02	3.996621e+04	-3.383762e-03	6.058656e-02	0.000000e+00	-5.204530e+03	4.517074e+04
5.831000e-02	4.552614e+04	-3.455894e-03	6.064710e-02	0.000000e+00	-6.564374e+03	5.209051e+04
5.950000e-02	5.283516e+04	-3.528102e-03	6.071675e-02	0.000000e+00	-3.798677e+03	5.663384e+04
6.069000e-02	4.463153e+04	-3.600400e-03	6.078578e-02	0.000000e+00	-5.587313e+03	5.021884e+04
6.188000e-02	5.808121e+04	-3.672772e-03	6.085851e-02	0.000000e+00	-2.959099e+03	6.104031e+04
6.307000e-02	6.293483e+04	-3.745243e-03	6.094421e-02	0.000000e+00	-4.229162e+03	6.716399e+04
6.426000e-02	6.867215e+04	-3.817820e-03	6.103741e-02	0.000000e+00	-5.155257e+03	7.382740e+04
6.545000e-02	5.757706e+04	-3.890512e-03	6.112682e-02	0.000000e+00	-6.423138e+03	6.400020e+04
6.664000e-02	7.129973e+04	-3.963301e-03	6.121808e-02	0.000000e+00	-4.512877e+03	7.581260e+04
6.783000e-02	6.839826e+04	-4.036211e-03	6.131701e-02	0.000000e+00	-3.584938e+03	7.198320e+04
6.902000e-02	6.365085e+04	-4.109236e-03	6.141053e-02	0.000000e+00	-5.946396e+03	6.959725e+04
7.021000e-02	7.154259e+04	-4.182368e-03	6.150627e-02	0.000000e+00	-5.043257e+03	7.658585e+04
7.140000e-02	6.365736e+04	-4.255621e-03	6.160201e-02	0.000000e+00	-5.750223e+03	6.940759e+04
7.259000e-02	6.289237e+04	-4.328981e-03	6.169163e-02	0.000000e+00	-7.881652e+03	7.077402e+04
7.378000e-02	7.097049e+04	-4.402447e-03	6.178642e-02	0.000000e+00	-5.863482e+03	7.683397e+04
7.497000e-02	7.540282e+04	-4.476033e-03	6.189008e-02	0.000000e+00	-1.798171e+03	7.720099e+04
7.616000e-02	7.404770e+04	-4.549745e-03	6.199592e-02	0.000000e+00	-3.431290e+03	7.747899e+04
7.735000e-02	7.033179e+04	-4.623583e-03	6.209816e-02	0.000000e+00	-3.617432e+03	7.394922e+04
7.854000e-02	7.468908e+04	-4.697539e-03	6.220086e-02	0.000000e+00	-7.928594e+03	8.261768e+04
7.973000e-02	7.363075e+04	-4.771621e-03	6.230589e-02	0.000000e+00	-4.595080e+03	7.822583e+04
8.092000e-02	8.581398e+04	-4.845827e-03	6.241881e-02	0.000000e+00	-5.769882e+03	9.158386e+04
8.211000e-02	7.171278e+04	-4.920178e-03	6.253036e-02	0.000000e+00	-5.476656e+03	7.718943e+04
8.330000e-02	8.703371e+04	-4.994649e-03	6.264278e-02	0.000000e+00	-3.813218e+03	9.084693e+04
8.449000e-02	9.030038e+04	-5.069268e-03	6.276836e-02	0.000000e+00	-3.657938e+03	9.395832e+04
8.568000e-02	8.107166e+04	-5.144038e-03	6.288972e-02	0.000000e+00	-1.429750e+03	8.250141e+04
8.687000e-02	8.471910e+04	-5.218945e-03	6.300713e-02	0.000000e+00	-1.022011e+03	8.574112e+04
8.806000e-02	6.722293e+04	-5.293995e-03	6.311473e-02	0.000000e+00	-5.992549e+03	7.321548e+04
8.925000e-02	6.970176e+04	-5.369158e-03	6.321170e-02	0.000000e+00	-6.116455e+03	7.581821e+04
9.044000e-02	6.853991e+04	-5.444439e-03	6.330959e-02	0.000000e+00	-5.695501e+03	7.423541e+04
9.163000e-02	7.507884e+04	-5.519835e-03	6.341130e-02	0.000000e+00	-5.136086e+03	8.021493e+04
9.282000e-02	7.310504e+04	-5.595358e-03	6.351624e-02	0.000000e+00	-7.642352e+03	8.074739e+04
9.401000e-02	7.838012e+04	-5.671004e-03	6.362351e-02	0.000000e+00	-5.747545e+03	8.412767e+04
9.520000e-02	8.111129e+04	-5.746782e-03	6.373646e-02	0.000000e+00	-3.226757e+03	8.433805e+04
9.639000e-02	6.739674e+04	-5.822696e-03	6.384163e-02	0.000000e+00	-2.702924e+03	7.009966e+04
