#x	rho	phi	ex	bz	rhok[0]	rhok[1]
0.000000e+00	-5.228711e+01	0.000000e+00	1.127738e-01	0.000000e+00	-1.553601e+03	1.501313e+03
1.190000e-03	-1.894314e+03	-1.342008e-04	1.127724e-01	0.000000e+00	-5.161191e+03	3.266876e+03
2.380000e-03	5.242310e+02	-2.683984e-04	1.127715e-01	0.000000e+00	-4.935339e+03	5.459570e+03
3.570000e-03	8.776787e+02	-4.025969e-04	1.127725e-01	0.000000e+00	-6.323017e+03	7.200696e+03
4.760000e-03	3.656124e+03	-5.367969e-04	1.127757e-01	0.000000e+00	-2.978738e+03	6.634863e+03
5.950000e-03	8.304340e+03	-6.710030e-04	1.127842e-01	0.000000e+00	-2.040575e+03	1.034491e+04
7.140000e-03	5.145428e+03	-8.052232e-04	1.127937e-01	0.000000e+00	-3.649264e+03	8.794691e+03
8.330000e-03	7.617545e+03	-9.394520e-04	1.128027e-01	0.000000e+00	-6.385337e+03	1.400288e+04
9.520000e-03	8.879540e+03	-1.073694e-03	1.128144e-01	0.000000e+00	-3.243880e+03	1.212342e+04
1.071000e-02	1.398167e+04	-1.207950e-03	1.128306e-01	0.000000e+00	-3.501091e+03	1.748276e+04
1.190000e-02	1.347406e+04	-1.342230e-03	1.128500e-01	0.000000e+00	-5.121725e+03	1.859579e+04
1.309000e-02	1.895910e+04	-1.476533e-03	1.128730e-01	0.000000e+00	-5.212903e+03	2.417200e+04
1.428000e-02	1.541281e+04	-1.610868e-03	1.128973e-01	0.000000e+00	-3.853406e+03	1.926621e+04
1.547000e-02	2.058743e+04	-1.745229e-03	1.129228e-01	0.000000e+00	-2.159391e+03	2.274682e+04
1.666000e-02	2.657626e+04	-1.879625e-03	1.129562e-01	0.000000e+00	-2.630474e+03	2.920674e+04
1.785000e-02	1.941063e+04	-2.014065e-03	1.129888e-01	0.000000e+00	-4.440462e+03	2.385109e+04
1.904000e-02	2.038565e+04	-2.148538e-03	1.130170e-01	0.000000e+00	-2.355824e+03	2.274148e+04
2.023000e-02	1.970275e+04	-2.283045e-03	1.130454e-01	0.000000e+00	-1.628247e+03	2.133100e+04
2.142000e-02	1.930127e+04	-2.417586e-03	1.130730e-01	0.000000e+00	-1.922657e+03	2.122393e+04
2.261000e-02	2.643994e+04	-2.552159e-03	1.131054e-01	0.000000e+00	-2.921779e+03	2.936172e+04
2.380000e-02	1.797054e+04	-2.686777e-03	1.131368e-01	0.000000e+00	-6.847575e+03	2.481812e+04
2.499000e-02	1.861002e+04	-2.821425e-03	1.131627e-01	0.000000e+00	-5.343265e+03	2.395328e+04
2.618000e-02	1.911266e+04	-2.956104e-03	1.131895e-01	0.000000e+00	-9.627832e+03	2.874049e+04
2.737000e-02	1.536435e+04	-3.090816e-03	1.132139e-01	0.000000e+00	-6.655231e+03	2.201958e+04
2.856000e-02	2.229921e+04	-3.225553e-03	1.132405e-01	0.000000e+00	-4.146712e+03	2.644592e+04
2.975000e-02	2.858128e+04	-3.360328e-03	1.132766e-01	0.000000e+00	-6.589690e+03	3.517097e+04
3.094000e-02	2.754288e+04	-3.495151e-03	1.133163e-01	0.000000e+00	-4.653786e+03	3.219666e+04
3.213000e-02	3.158482e+04	-3.630021e-03	1.133582e-01	0.000000e+00	-2.968455e+03	3.455328e+04
3.332000e-02	2.739796e+04	-3.764944e-03	1.134000e-01	0.000000e+00	-5.749368e+03	3.314732e+04
3.451000e-02	3.743777e+04	-3.899913e-03	1.134459e-01	0.000000e+00	-6.102113e+03	4.353988e+04
3.570000e-02	3.915965e+04	-4.034945e-03	1.135001e-01	0.000000e+00	-5.860121e+03	4.501977e+04
3.689000e-02	3.527243e+04	-4.170043e-03	1.135528e-01	0.000000e+00	-3.755612e+03	3.902804e+04
3.808000e-02	3.436027e+04	-4.305201e-03	1.136021e-01	0.000000e+00	-2.804119e+03	3.716439e+04
3.927000e-02	3.142744e+04	-4.440416e-03	1.136487e-01	0.000000e+00	-4.770637e+03	3.619807e+04
4.046000e-02	3.279539e+04	-4.575685e-03	1.136942e-01	0.000000e+00	-4.279409e+03	3.707480e+04
4.165000e-02	3.877417e+04	-4.711008e-03	1.137449e-01	0.000000e+00	-3.360459e+03	4.213463e+04
4.284000e-02	3.892543e+04	-4.846397e-03	1.137999e-01	0.000000e+00	-1.860939e+03	4.078637e+04
4.403000e-02	4.388388e+04	-4.981852e-03	1.138586e-01	0.000000e+00	-2.293024e+03	4.617691e+04
4.522000e-02	4.137781e+04	-5.117381e-03	1.139189e-01	0.000000e+00	-4.317724e+03	4.569554e+04
4.641000e-02	3.422037e+04	-5.252979e-03	1.139725e-01	0.000000e+00	-2.776239e+03	3.699661e+04
